#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.0148262 seconds
Distributing the actor graph took: 39.6484 seconds
Added actors in: 0.108431 seconds.
Initialized connections of actors in: 0.0522146 seconds.
Async Migration only
Output number: 1, Rank-10: (1) 3 | (2) 1081 | (3)0.277521/100 | (4) 34, 34 | (5) 3.60004 | (6) 80.4791 | (7) 0.00014882 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (98090, 98090) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.6542 | (25) (0.48524, 126-32) | (26) 44813
Output number: 2, Rank-5: (1) 78 | (2) 2652 | (3)2.94118/100 | (4) 18, 18 | (5) 114.259 | (6) 111.579 | (7) 9.0924e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 62.5/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (306426, 200343) | (20) 1 | (21) 1 | (22) 0 | (23) 5 | (24) 497.398 | (25) (33.4903, 129-15) | (26) 4
Output number: 2, Rank-42: (1) 0 | (2) 464 | (3)0/100 | (4) 31, 31 | (5) 7.1044 | (6) 163.72 | (7) 0.000239296 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195661, 100744) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.1635 | (25) (0.39174, 81-7) | (26) 196
Output number: 2, Rank-190: (1) 65 | (2) 3051 | (3)2.13045/100 | (4) 88, 88 | (5) 11.5754 | (6) 162.508 | (7) 0.00017566 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.3333/100 | (15) 0 | (17) (88, 88) | (18) X | (19) (281469, 188835) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 56.7581 | (25) (22.6257, 41-55) | (26) 6997
Output number: 2, Rank-362: (1) 70 | (2) 2729 | (3)2.56504/100 | (4) 15, 15 | (5) 210.092 | (6) 67.337 | (7) 0.000138447 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 76.9444/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (266547, 112029) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 463.1 | (25) (33.4828, 8-127) | (26) 17482
Output number: 2, Rank-380: (1) 8 | (2) 3467 | (3)0.230747/100 | (4) 39, 39 | (5) 6.63677 | (6) 158.72 | (7) 0.000154975 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.8333/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (205488, 109717) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.7994 | (25) (0.38894, 33-141) | (26) 8085
Output number: 2, Rank-439: (1) 21 | (2) 1893 | (3)1.10935/100 | (4) 16, 16 | (5) 327.604 | (6) 13.2382 | (7) 0.000146037 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 94.4444/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (99975, 49410) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 526.778 | (25) (33.2372, 69-86) | (26) 5779
Output number: 2, Rank-85: (1) 8 | (2) 2447 | (3)0.326931/100 | (4) 39, 39 | (5) 7.52832 | (6) 166.024 | (7) 0.000216203 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.0556/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (200502, 106281) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 14.6624 | (25) (0.45198, 97-44) | (26) 5355
Output number: 2, Rank-295: (1) 0 | (2) 851 | (3)0/100 | (4) 30, 30 | (5) 7.13969 | (6) 162.04 | (7) 0.000161981 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (193530, 99189) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.2442 | (25) (0.42634, 72-18) | (26) 2430
Output number: 2, Rank-337: (1) 40 | (2) 2229 | (3)1.79453/100 | (4) 13, 13 | (5) 283.962 | (6) 34.2118 | (7) 0.000134994 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 88.3333/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (112635, 43068) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 429.838 | (25) (33.3123, 9-137) | (26) 18623
Output number: 2, Rank-510: (1) 2 | (2) 2612 | (3)0.0765697/100 | (4) 32, 32 | (5) 6.82615 | (6) 162.655 | (7) 0.000150163 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (192020, 97835) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.9838 | (25) (0.42063, 107-136) | (26) 12246
Output number: 2, Rank-374: (1) 17 | (2) 2398 | (3)0.708924/100 | (4) 48, 48 | (5) 7.29341 | (6) 159.297 | (7) 0.000160093 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.1111/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (206195, 109326) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 17.1932 | (25) (0.41478, 29-128) | (26) 7828
Output number: 2, Rank-559: (1) 0 | (2) 345 | (3)0/100 | (4) 31, 31 | (5) 7.16221 | (6) 163.561 | (7) 0.000154627 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (194658, 99933) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.7475 | (25) (0.44491, 89-120) | (26) 10220
Output number: 2, Rank-248: (1) 0 | (2) 3526 | (3)0/100 | (4) 30, 30 | (5) 6.37301 | (6) 163.678 | (7) 0.000140956 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (189932, 97701) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.4738 | (25) (0.39986, 18-36) | (26) 68876
Output number: 2, Rank-259: (1) 29 | (2) 2656 | (3)1.09187/100 | (4) 60, 60 | (5) 8.83094 | (6) 161.528 | (7) 0.000136529 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (60, 60) | (18) X | (19) (237452, 141963) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 22.9972 | (25) (0.48181, 14-28) | (26) 10573
Output number: 2, Rank-461: (1) 75 | (2) 2703 | (3)2.77469/100 | (4) 17, 17 | (5) 135.636 | (6) 100.967 | (7) 0.000117585 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 65.5556/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (232108, 134641) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 532.694 | (25) (33.9171, 52-80) | (26) 4954
Output number: 2, Rank-421: (1) 51 | (2) 2489 | (3)2.04902/100 | (4) 15, 15 | (5) 244.529 | (6) 52.1212 | (7) 0.000118264 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 82.2222/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (147912, 48505) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 495.851 | (25) (33.8817, 61-85) | (26) 458
Output number: 2, Rank-479: (1) 1 | (2) 1354 | (3)0.0738552/100 | (4) 32, 32 | (5) 6.70958 | (6) 161.186 | (7) 0.000166328 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (199646, 103997) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.2102 | (25) (0.38951, 18-75) | (26) 4773
Output number: 2, Rank-640: (1) 2 | (2) 2521 | (3)0.0793336/100 | (4) 32, 32 | (5) 7.16663 | (6) 161.122 | (7) 0.000161135 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (196728, 102423) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.6053 | (25) (0.42765, 107-89) | (26) 67380
Output number: 2, Rank-608: (1) 6 | (2) 2902 | (3)0.206754/100 | (4) 34, 34 | (5) 7.57232 | (6) 162.258 | (7) 9.6944e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (198930, 106113) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 13.5321 | (25) (0.55854, 98-73) | (26) 10442
Output number: 2, Rank-43: (1) 0 | (2) 1425 | (3)0/100 | (4) 31, 31 | (5) 6.75976 | (6) 166.342 | (7) 0.000146615 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.0556/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195793, 100710) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.9744 | (25) (0.41116, 90-2) | (26) 47
Output number: 2, Rank-0: (1) 56 | (2) 2939 | (3)1.90541/100 | (4) 66, 66 | (5) 37.148 | (6) 145.26 | (7) 0.000147368 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 50.5556/100 | (15) 0 | (17) (66, 66) | (18) X | (19) (258504, 159303) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 511.613 | (25) (33.1576, 137-19) | (26) 1
Output number: 2, Rank-81: (1) 0 | (2) 749 | (3)0/100 | (4) 31, 31 | (5) 6.68185 | (6) 162.199 | (7) 0.000145928 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195156, 100373) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.2731 | (25) (0.44474, 98-24) | (26) 11831
Output number: 2, Rank-149: (1) 0 | (2) 1752 | (3)0/100 | (4) 30, 30 | (5) 6.61581 | (6) 162.379 | (7) 0.000115156 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (191169, 97080) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.06667 | (25) (0.33057, 113-46) | (26) 130788
Output number: 2, Rank-44: (1) 0 | (2) 1292 | (3)0/100 | (4) 31, 31 | (5) 6.81379 | (6) 164.241 | (7) 0.000182149 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195833, 100941) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.8669 | (25) (0.38708, 83-6) | (26) 316
Output number: 2, Rank-192: (1) 80 | (2) 2588 | (3)3.09119/100 | (4) 34, 34 | (5) 74.7361 | (6) 131.642 | (7) 0.000165555 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 57.2222/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (295967, 201695) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 539.339 | (25) (35.7783, 48-56) | (26) 8482
Output number: 2, Rank-408: (1) 0 | (2) 1683 | (3)0/100 | (4) 31, 31 | (5) 6.50154 | (6) 161.219 | (7) 0.000144518 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195472, 100445) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.86211 | (25) (0.37258, 51-122) | (26) 16239
Output number: 2, Rank-658: (1) 1 | (2) 2864 | (3)0.0349162/100 | (4) 31, 31 | (5) 6.82225 | (6) 163.719 | (7) 0.000142971 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (193822, 99758) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.0322 | (25) (0.39851, 108-99) | (26) 50912
Output number: 2, Rank-86: (1) 15 | (2) 2400 | (3)0.625/100 | (4) 44, 44 | (5) 7.3907 | (6) 163.456 | (7) 0.000161558 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (199807, 106796) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 16.7401 | (25) (0.45708, 100-37) | (26) 12487
Output number: 2, Rank-296: (1) 3 | (2) 1998 | (3)0.15015/100 | (4) 33, 33 | (5) 6.9697 | (6) 163.776 | (7) 0.000168784 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (194421, 99929) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.0361 | (25) (0.42405, 60-19) | (26) 59545
Output number: 2, Rank-350: (1) 37 | (2) 2290 | (3)1.61572/100 | (4) 14, 14 | (5) 239.578 | (6) 53.4749 | (7) 0.000114785 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 81.3889/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (131664, 44832) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 465.297 | (25) (33.4867, 15-138) | (26) 13272
Output number: 2, Rank-210: (1) 0 | (2) 1934 | (3)0/100 | (4) 30, 30 | (5) 6.703 | (6) 160.81 | (7) 0.000220934 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (191435, 97654) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.8567 | (25) (0.42566, 20-66) | (26) 26431
Output number: 2, Rank-511: (1) 4 | (2) 2007 | (3)0.199302/100 | (4) 35, 35 | (5) 7.59811 | (6) 162.14 | (7) 0.000167355 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (201363, 106168) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 13.0871 | (25) (0.44234, 104-133) | (26) 47402
Output number: 2, Rank-139: (1) 0 | (2) 545 | (3)0/100 | (4) 30, 30 | (5) 7.09797 | (6) 164.052 | (7) 0.000134691 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (190999, 96998) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.77038 | (25) (0.40271, 132-56) | (26) 9309
Output number: 2, Rank-381: (1) 1 | (2) 1568 | (3)0.0637755/100 | (4) 32, 32 | (5) 7.07364 | (6) 160.883 | (7) 0.000148501 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (201653, 103768) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.2482 | (25) (0.41002, 45-137) | (26) 14179
Output number: 2, Rank-542: (1) 28 | (2) 2525 | (3)1.10891/100 | (4) 58, 58 | (5) 11.55 | (6) 160.849 | (7) 0.000228644 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (58, 58) | (18) X | (19) (225025, 128816) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 182.441 | (25) (32.7519, 135-121) | (26) 416
Output number: 2, Rank-249: (1) 0 | (2) 3084 | (3)0/100 | (4) 30, 30 | (5) 6.1976 | (6) 161.786 | (7) 9.2936e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (190173, 97680) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.289 | (25) (0.377, 1-41) | (26) 69875
Output number: 2, Rank-260: (1) 50 | (2) 2962 | (3)1.68805/100 | (4) 23, 23 | (5) 130.042 | (6) 103.244 | (7) 0.000150583 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 64.7222/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (213359, 109871) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 472.137 | (25) (33.8655, 10-19) | (26) 1589
Output number: 2, Rank-450: (1) 65 | (2) 2987 | (3)2.1761/100 | (4) 36, 36 | (5) 143.129 | (6) 98.8245 | (7) 0.0001452 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 66.9444/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (294567, 197012) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 534.125 | (25) (33.557, 67-95) | (26) 1
Output number: 2, Rank-447: (1) 28 | (2) 3140 | (3)0.89172/100 | (4) 56, 56 | (5) 10.882 | (6) 156.495 | (7) 0.000139736 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (56, 56) | (18) X | (19) (254042, 154365) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 22.3253 | (25) (0.52191, 67-102) | (26) 7954
Output number: 2, Rank-315: (1) 3 | (2) 721 | (3)0.416089/100 | (4) 34, 34 | (5) 7.01772 | (6) 164.5 | (7) 0.000146553 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (206795, 107978) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 8.978 | (25) (0.39222, 40-19) | (26) 48049
Output number: 2, Rank-480: (1) 0 | (2) 3291 | (3)0/100 | (4) 29, 29 | (5) 6.3366 | (6) 164.771 | (7) 0.000149794 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (188292, 94296) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.1915 | (25) (0.39733, 8-88) | (26) 86
Output number: 2, Rank-641: (1) 0 | (2) 2231 | (3)0/100 | (4) 29, 29 | (5) 7.01135 | (6) 162.567 | (7) 0.00010681 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (187274, 94639) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.7132 | (25) (0.43257, 108-81) | (26) 46240
Output number: 2, Rank-580: (1) 2 | (2) 794 | (3)0.251889/100 | (4) 32, 32 | (5) 6.36223 | (6) 160.293 | (7) 0.000162308 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.1111/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (201380, 103356) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.4826 | (25) (0.37554, 100-138) | (26) 46659
Output number: 2, Rank-613: (1) 15 | (2) 2705 | (3)0.554529/100 | (4) 44, 44 | (5) 8.04169 | (6) 161.915 | (7) 0.000157035 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (212524, 120625) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 16.7846 | (25) (0.43126, 105-94) | (26) 53878
Output number: 2, Rank-17: (1) 89 | (2) 2478 | (3)3.59161/100 | (4) 20, 20 | (5) 225.637 | (6) 61.2199 | (7) 9.0694e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 79.4444/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (214841, 73922) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 499.072 | (25) (33.6956, 129-16) | (26) 1
Output number: 2, Rank-82: (1) 0 | (2) 3490 | (3)0/100 | (4) 30, 30 | (5) 6.47688 | (6) 165.688 | (7) 0.000168525 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (192117, 97123) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.61899 | (25) (0.37023, 99-22) | (26) 11227
Output number: 2, Rank-150: (1) 0 | (2) 2526 | (3)0/100 | (4) 31, 31 | (5) 6.76085 | (6) 164.219 | (7) 0.00022716 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195096, 100331) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 7.12747 | (25) (0.28685, 113-38) | (26) 129006
Output number: 2, Rank-45: (1) 0 | (2) 1499 | (3)0/100 | (4) 31, 31 | (5) 6.77167 | (6) 167.465 | (7) 0.000115 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.3333/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (196017, 101109) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.4021 | (25) (0.53214, 75-3) | (26) 32549
Output number: 2, Rank-194: (1) 26 | (2) 2474 | (3)1.05093/100 | (4) 53, 53 | (5) 7.99542 | (6) 162.016 | (7) 0.00018043 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (53, 53) | (18) X | (19) (216454, 122091) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 17.4359 | (25) (0.47054, 47-40) | (26) 2176
Output number: 2, Rank-409: (1) 0 | (2) 1923 | (3)0/100 | (4) 31, 31 | (5) 6.60873 | (6) 158.011 | (7) 0.000147309 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.5556/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (194968, 100311) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.1443 | (25) (0.39211, 68-123) | (26) 17613
Output number: 2, Rank-659: (1) 9 | (2) 3138 | (3)0.286807/100 | (4) 38, 38 | (5) 7.7593 | (6) 161.984 | (7) 0.000152275 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (219187, 121214) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 13.8605 | (25) (0.51942, 111-93) | (26) 55602
Output number: 2, Rank-87: (1) 0 | (2) 664 | (3)0/100 | (4) 30, 30 | (5) 7.2938 | (6) 162.692 | (7) 0.000128068 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (193626, 99001) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.729 | (25) (0.4712, 103-38) | (26) 128288
Output number: 2, Rank-297: (1) 5 | (2) 1608 | (3)0.310945/100 | (4) 33, 33 | (5) 7.40166 | (6) 163.851 | (7) 0.000161039 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (199407, 103485) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.7672 | (25) (0.50678, 60-28) | (26) 62661
Output number: 2, Rank-340: (1) 35 | (2) 2350 | (3)1.48936/100 | (4) 13, 13 | (5) 291.854 | (6) 30.8498 | (7) 0.000130127 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 89.4444/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (91095, 42698) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 428.937 | (25) (33.2043, 0-130) | (26) 3759
Output number: 2, Rank-211: (1) 1 | (2) 2393 | (3)0.0417885/100 | (4) 30, 30 | (5) 6.80425 | (6) 163.466 | (7) 0.000219148 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (187850, 97045) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.3777 | (25) (0.53599, 21-74) | (26) 5312
Output number: 2, Rank-512: (1) 32 | (2) 3326 | (3)0.962117/100 | (4) 63, 63 | (5) 8.01756 | (6) 170.478 | (7) 0.000215425 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 49.4444/100 | (15) 0 | (17) (63, 63) | (18) X | (19) (213734, 118805) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 87.9019 | (25) (32.9193, 120-138) | (26) 11994
Output number: 2, Rank-114: (1) 6 | (2) 1502 | (3)0.399467/100 | (4) 16, 16 | (5) 336.332 | (6) 9.61877 | (7) 0.000124079 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 95.8333/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (102698, 50475) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 524.453 | (25) (33.1192, 80-71) | (26) 4295
Output number: 2, Rank-382: (1) 35 | (2) 2896 | (3)1.20856/100 | (4) 65, 65 | (5) 9.31135 | (6) 161.139 | (7) 0.000155806 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (65, 65) | (18) X | (19) (251927, 156271) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 22.8976 | (25) (0.44976, 30-138) | (26) 1952
Output number: 2, Rank-546: (1) 1 | (2) 811 | (3)0.123305/100 | (4) 32, 32 | (5) 7.02515 | (6) 162.329 | (7) 0.000193327 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (195945, 101078) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.6177 | (25) (0.40793, 82-127) | (26) 21904
