#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-8-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.00346668 seconds
Distributing the actor graph took: 39.6762 seconds
Added actors in: 0.250484 seconds.
Initialized connections of actors in: 0.0454677 seconds.
Async Migration only
Output number: 1, Rank-18: (1) 27 | (2) 1005 | (3)2.68657/100 | (4) 43, 43 | (5) 150.511 | (6) 12.6881 | (7) 0.000158991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 90.5556/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (62980, 62980) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1396.84 | (25) (33.575, 67-70) | (26) 13
Output number: 3, Rank-129: (1) 1 | (2) 3676 | (3)0.0272035/100 | (4) 93, 93 | (5) 10.6825 | (6) 213.513 | (7) 0.000147276 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.4815/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (289201, 102930) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.7233 | (25) (0.45236, 11-88) | (26) 191533
Output number: 3, Rank-167: (1) 6 | (2) 2622 | (3)0.228833/100 | (4) 98, 98 | (5) 10.4733 | (6) 234.584 | (7) 0.000143385 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.3704/100 | (15) 0 | (17) (98, 98) | (18) X | (19) (284061, 101799) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.1417 | (25) (0.49209, 75-107) | (26) 65994
Output number: 3, Rank-29: (1) 58 | (2) 1210 | (3)4.79339/100 | (4) 46, 46 | (5) 403.197 | (6) 53.5481 | (7) 0.000282558 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 84.4444/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (325827, 75721) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1028.39 | (25) (33.3646, 7-3) | (26) 1
Output number: 3, Rank-43: (1) 32 | (2) 3001 | (3)1.06631/100 | (4) 124, 124 | (5) 10.9305 | (6) 219.707 | (7) 0.000158606 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (124, 124) | (18) X | (19) (302365, 112261) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 44.9155 | (25) (0.49065, 24-3) | (26) 97538
Output number: 3, Rank-204: (1) 2 | (2) 3861 | (3)0.0518001/100 | (4) 91, 91 | (5) 10.0095 | (6) 223.347 | (7) 0.000292207 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.1481/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (283469, 100009) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.8802 | (25) (0.51598, 129-109) | (26) 51102
Output number: 3, Rank-170: (1) 1 | (2) 3374 | (3)0.0296384/100 | (4) 90, 90 | (5) 9.90072 | (6) 218.02 | (7) 6.3214e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.037/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (276898, 99203) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.0749 | (25) (0.43088, 120-80) | (26) 25319
Output number: 3, Rank-66: (1) 1 | (2) 103 | (3)0.970874/100 | (4) 95, 95 | (5) 10.7043 | (6) 219.711 | (7) 0.000190456 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (293619, 103455) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.4374 | (25) (0.44244, 95-33) | (26) 48605
Output number: 3, Rank-97: (1) 5 | (2) 3886 | (3)0.128667/100 | (4) 94, 94 | (5) 10.2636 | (6) 220.287 | (7) 0.000132108 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (277586, 98429) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.933 | (25) (0.42125, 80-37) | (26) 59801
Output number: 3, Rank-131: (1) 0 | (2) 330 | (3)0/100 | (4) 94, 94 | (5) 10.7333 | (6) 214.394 | (7) 0.000220504 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.6667/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (294411, 104058) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.1369 | (25) (0.41687, 8-92) | (26) 184881
Output number: 3, Rank-166: (1) 13 | (2) 5344 | (3)0.243263/100 | (4) 103, 103 | (5) 10.0746 | (6) 216.016 | (7) 0.000199387 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.8519/100 | (15) 0 | (17) (103, 103) | (18) X | (19) (288636, 108549) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.6837 | (25) (0.46986, 69-100) | (26) 5993
Output number: 3, Rank-23: (1) 74 | (2) 3016 | (3)2.45358/100 | (4) 40, 40 | (5) 417.924 | (6) 46.1771 | (7) 8.1099e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540.003 | (14) 85.9259/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (311224, 79022) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1318.57 | (25) (33.5686, 62-74) | (26) 1
Output number: 3, Rank-196: (1) 8 | (2) 5300 | (3)0.150943/100 | (4) 103, 103 | (5) 10.3497 | (6) 221.503 | (7) 0.000291622 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.7778/100 | (15) 0 | (17) (103, 103) | (18) X | (19) (307691, 112615) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.2914 | (25) (0.39434, 116-140) | (26) 31088
Output number: 3, Rank-171: (1) 0 | (2) 2698 | (3)0/100 | (4) 93, 93 | (5) 10.6876 | (6) 218.469 | (7) 0.000179085 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.4074/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (287925, 102240) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.0038 | (25) (0.4724, 105-97) | (26) 32071
Output number: 3, Rank-67: (1) 0 | (2) 1383 | (3)0/100 | (4) 93, 93 | (5) 10.4188 | (6) 222.004 | (7) 0.000283038 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.963/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (289727, 101271) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.9597 | (25) (0.3993, 100-22) | (26) 33074
Output number: 3, Rank-95: (1) 29 | (2) 4906 | (3)0.591113/100 | (4) 123, 123 | (5) 12.3071 | (6) 215.657 | (7) 0.000156846 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.037/100 | (15) 0 | (17) (123, 123) | (18) X | (19) (330063, 126650) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 44.7101 | (25) (0.45507, 71-44) | (26) 4007
Output number: 3, Rank-132: (1) 0 | (2) 307 | (3)0/100 | (4) 94, 94 | (5) 10.4342 | (6) 212.161 | (7) 0.000175155 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.1111/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (293727, 103473) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.796 | (25) (0.44178, 10-87) | (26) 55197
Output number: 3, Rank-143: (1) 0 | (2) 2130 | (3)0/100 | (4) 92, 92 | (5) 10.3371 | (6) 225.249 | (7) 0.000179154 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.5185/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (288082, 101844) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.1778 | (25) (0.4507, 38-128) | (26) 95585
Output number: 3, Rank-44: (1) 10 | (2) 2995 | (3)0.33389/100 | (4) 104, 104 | (5) 10.5829 | (6) 218.52 | (7) 0.000183161 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.4074/100 | (15) 0 | (17) (104, 104) | (18) X | (19) (297590, 104005) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.6473 | (25) (0.45495, 29-13) | (26) 131622
Output number: 3, Rank-15: (1) 87 | (2) 4002 | (3)2.17391/100 | (4) 59, 59 | (5) 248.792 | (6) 112.22 | (7) 0.000167866 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540.003 | (14) 66.8519/100 | (15) 0 | (17) (59, 59) | (18) X | (19) (396185, 143772) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1261.49 | (25) (33.3069, 61-59) | (26) 1
Output number: 3, Rank-205: (1) 0 | (2) 233 | (3)0/100 | (4) 92, 92 | (5) 10.5432 | (6) 219.627 | (7) 0.000280917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (289259, 101108) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.7814 | (25) (0.47352, 137-100) | (26) 61973
Output number: 3, Rank-173: (1) 0 | (2) 233 | (3)0/100 | (4) 90, 90 | (5) 10.2847 | (6) 221.11 | (7) 0.000139413 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.7778/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (278715, 99350) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.2435 | (25) (0.46311, 119-83) | (26) 57399
Output number: 3, Rank-63: (1) 5 | (2) 2335 | (3)0.214133/100 | (4) 100, 100 | (5) 10.9097 | (6) 219.459 | (7) 0.00016588 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (100, 100) | (18) X | (19) (297079, 106105) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 35.0282 | (25) (0.45163, 88-33) | (26) 11711
Output number: 3, Rank-111: (1) 0 | (2) 150 | (3)0/100 | (4) 95, 95 | (5) 10.6611 | (6) 221.349 | (7) 0.000165646 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.963/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (295769, 103599) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.7294 | (25) (0.39956, 130-51) | (26) 7202
Output number: 3, Rank-133: (1) 14 | (2) 5213 | (3)0.268559/100 | (4) 105, 105 | (5) 11.657 | (6) 211.075 | (7) 0.000292225 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.1111/100 | (15) 0 | (17) (105, 105) | (18) X | (19) (317940, 116415) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 37.4418 | (25) (0.41499, 39-93) | (26) 76239
Output number: 3, Rank-144: (1) 1 | (2) 3126 | (3)0.0319898/100 | (4) 91, 91 | (5) 9.68954 | (6) 219.893 | (7) 0.000196762 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.4074/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (284975, 100737) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.0381 | (25) (0.43979, 48-135) | (26) 96033
Output number: 3, Rank-47: (1) 0 | (2) 236 | (3)0/100 | (4) 93, 93 | (5) 10.5338 | (6) 220.14 | (7) 0.000162797 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (290067, 100533) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.4805 | (25) (0.43546, 58-10) | (26) 2934
Output number: 3, Rank-206: (1) 6 | (2) 5236 | (3)0.114591/100 | (4) 100, 100 | (5) 10.9136 | (6) 214.315 | (7) 0.000180654 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.6667/100 | (15) 0 | (17) (100, 100) | (18) X | (19) (304384, 109708) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 35.2004 | (25) (0.45454, 127-112) | (26) 52735
Output number: 3, Rank-174: (1) 1 | (2) 2732 | (3)0.0366032/100 | (4) 93, 93 | (5) 10.2215 | (6) 226.844 | (7) 0.000185576 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.8889/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (285322, 102617) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.6947 | (25) (0.39732, 101-89) | (26) 32421
Output number: 3, Rank-81: (1) 0 | (2) 72 | (3)0/100 | (4) 91, 91 | (5) 10.6203 | (6) 219.651 | (7) 0.000119321 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (282667, 95851) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.6779 | (25) (0.45077, 129-30) | (26) 42915
Output number: 3, Rank-94: (1) 12 | (2) 4221 | (3)0.284293/100 | (4) 104, 104 | (5) 10.2885 | (6) 223.679 | (7) 0.000125174 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.1481/100 | (15) 0 | (17) (104, 104) | (18) X | (19) (288445, 101237) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.9992 | (25) (0.4539, 61-35) | (26) 2960
Output number: 3, Rank-134: (1) 43 | (2) 5333 | (3)0.8063/100 | (4) 135, 135 | (5) 13.489 | (6) 207.954 | (7) 0.000185037 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 40.9259/100 | (15) 0 | (17) (135, 135) | (18) X | (19) (343175, 139799) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 79.2405 | (25) (31.1151, 42-86) | (26) 25769
Output number: 3, Rank-145: (1) 0 | (2) 166 | (3)0/100 | (4) 92, 92 | (5) 10.3006 | (6) 213.71 | (7) 0.00016265 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.4815/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (286896, 101824) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.4167 | (25) (0.39394, 60-125) | (26) 3982
Output number: 3, Rank-48: (1) 0 | (2) 320 | (3)0/100 | (4) 93, 93 | (5) 10.0625 | (6) 227.191 | (7) 0.000170321 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.8889/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (290916, 100525) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.9203 | (25) (0.40836, 59-5) | (26) 1791
Output number: 3, Rank-7: (1) 75 | (2) 5211 | (3)1.43926/100 | (4) 117, 117 | (5) 62.2167 | (6) 193.534 | (7) 0.000189542 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540.003 | (14) 47.2222/100 | (15) 0 | (17) (117, 117) | (18) X | (19) (341826, 142437) | (20) 1 | (21) 1 | (22) 0 | (23) 8 | (24) 1336.79 | (25) (33.383, 56-72) | (26) 1
Output number: 3, Rank-18: (1) 36 | (2) 1229 | (3)2.92921/100 | (4) 43, 43 | (5) 473.233 | (6) 27.634 | (7) 0.000158991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540.003 | (14) 92.5926/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (161909, 51984) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1398.79 | (25) (33.4785, 67-70) | (26) 1
Output number: 3, Rank-209: (1) 2 | (2) 5258 | (3)0.0380373/100 | (4) 95, 95 | (5) 10.5857 | (6) 216.573 | (7) 0.000280906 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.037/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (298132, 104376) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.7471 | (25) (0.433, 135-117) | (26) 47454
Output number: 3, Rank-175: (1) 0 | (2) 120 | (3)0/100 | (4) 94, 94 | (5) 10.7083 | (6) 222.322 | (7) 0.000175408 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.1481/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (293055, 103672) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.7713 | (25) (0.53644, 134-79) | (26) 24161
Output number: 3, Rank-64: (1) 0 | (2) 1946 | (3)0/100 | (4) 92, 92 | (5) 10.1981 | (6) 225.828 | (7) 0.000229234 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.7037/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (285222, 100258) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.4775 | (25) (0.40704, 77-30) | (26) 60576
Output number: 3, Rank-99: (1) 0 | (2) 98 | (3)0/100 | (4) 93, 93 | (5) 10.6369 | (6) 220.359 | (7) 0.000165769 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (290601, 101277) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.3652 | (25) (0.44088, 108-40) | (26) 50793
Output number: 3, Rank-135: (1) 18 | (2) 4445 | (3)0.404949/100 | (4) 110, 110 | (5) 10.7312 | (6) 208.25 | (7) 0.000189607 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 40.3704/100 | (15) 0 | (17) (110, 110) | (18) X | (19) (292886, 106080) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 68.0329 | (25) (28.6618, 33-81) | (26) 52009
Output number: 3, Rank-146: (1) 0 | (2) 82 | (3)0/100 | (4) 95, 95 | (5) 10.1907 | (6) 215.047 | (7) 0.000152599 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.6667/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (297241, 105180) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.8269 | (25) (0.49203, 50-134) | (26) 3365
Output number: 3, Rank-52: (1) 20 | (2) 3688 | (3)0.542299/100 | (4) 113, 113 | (5) 10.476 | (6) 221.411 | (7) 0.000115449 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.7778/100 | (15) 0 | (17) (113, 113) | (18) X | (19) (294044, 104409) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 40.301 | (25) (0.49552, 43-35) | (26) 28450
Output number: 3, Rank-202: (1) 22 | (2) 54 | (3)40.7407/100 | (4) 48, 48 | (5) 469.743 | (6) 29.0228 | (7) 0.00019469 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 92.2222/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (203719, 57274) | (20) 1 | (21) 0 | (22) 0 | (23) 10 | (24) 1474.27 | (25) (34.1523, 142-129) | (26) 1
Output number: 3, Rank-177: (1) 0 | (2) 206 | (3)0/100 | (4) 93, 93 | (5) 10.5937 | (6) 217.912 | (7) 0.000157405 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.2222/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (289261, 102388) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.4529 | (25) (0.48936, 127-80) | (26) 24470
Output number: 3, Rank-57: (1) 4 | (2) 4937 | (3)0.0810209/100 | (4) 99, 99 | (5) 10.8885 | (6) 213.504 | (7) 0.000103657 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.4815/100 | (15) 0 | (17) (99, 99) | (18) X | (19) (298518, 104525) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.2692 | (25) (0.4222, 101-10) | (26) 8148
Output number: 3, Rank-110: (1) 0 | (2) 715 | (3)0/100 | (4) 90, 90 | (5) 10.0887 | (6) 223.165 | (7) 0.000183979 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.1481/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (281065, 98140) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.2315 | (25) (0.41227, 133-51) | (26) 5891
Output number: 3, Rank-130: (1) 0 | (2) 3472 | (3)0/100 | (4) 89, 89 | (5) 9.91299 | (6) 215.214 | (7) 0.00019463 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.6667/100 | (15) 0 | (17) (89, 89) | (18) X | (19) (277123, 97539) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.1069 | (25) (0.42425, 17-79) | (26) 52650
Output number: 3, Rank-147: (1) 0 | (2) 161 | (3)0/100 | (4) 90, 90 | (5) 10.1473 | (6) 214.866 | (7) 0.000190487 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 41.6667/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (279275, 98934) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.432 | (25) (0.48345, 74-125) | (26) 69609
Output number: 3, Rank-54: (1) 15 | (2) 3873 | (3)0.387297/100 | (4) 106, 106 | (5) 10.1841 | (6) 227.43 | (7) 0.000167121 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.8889/100 | (15) 0 | (17) (106, 106) | (18) X | (19) (284016, 99615) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 37.5262 | (25) (0.42483, 54-28) | (26) 5123
Output number: 3, Rank-19: (1) 49 | (2) 1983 | (3)2.471/100 | (4) 40, 40 | (5) 446.293 | (6) 39.5436 | (7) 0.000287195 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540.004 | (14) 89.8148/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (159634, 48517) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1361.68 | (25) (34.8107, 70-59) | (26) 1
Output number: 3, Rank-222: (1) 1 | (2) 5179 | (3)0.0193087/100 | (4) 92, 92 | (5) 10.3396 | (6) 220.491 | (7) 0.000151079 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (287765, 101108) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.0848 | (25) (0.4726, 109-133) | (26) 48920
Output number: 3, Rank-188: (1) 23 | (2) 236 | (3)9.74576/100 | (4) 45, 45 | (5) 520.06 | (6) 6.69924 | (7) 0.000130343 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 97.4074/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (200779, 52005) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1474.2 | (25) (33.2824, 74-87) | (26) 1
Output number: 3, Rank-58: (1) 1 | (2) 84 | (3)1.19048/100 | (4) 96, 96 | (5) 10.7778 | (6) 229.233 | (7) 0.000170123 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.4444/100 | (15) 0 | (17) (96, 96) | (18) X | (19) (299330, 104626) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.8763 | (25) (0.38631, 94-15) | (26) 8442
Output number: 3, Rank-109: (1) 0 | (2) 135 | (3)0/100 | (4) 93, 93 | (5) 10.5402 | (6) 221.459 | (7) 0.000145418 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.7778/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (289866, 101577) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.8485 | (25) (0.42288, 132-66) | (26) 6162
Output number: 3, Rank-136: (1) 0 | (2) 4095 | (3)0/100 | (4) 90, 90 | (5) 9.87663 | (6) 217.768 | (7) 0.000304216 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.037/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (280455, 99630) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.5862 | (25) (0.40976, 43-108) | (26) 102754
Output number: 3, Rank-158: (1) 46 | (2) 5328 | (3)0.863363/100 | (4) 140, 140 | (5) 12.4606 | (6) 209.397 | (7) 0.000163972 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 40.9259/100 | (15) 0 | (17) (140, 140) | (18) X | (19) (329935, 133530) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 114.858 | (25) (32.5735, 52-82) | (26) 29788
Output number: 3, Rank-34: (1) 49 | (2) 4110 | (3)1.19221/100 | (4) 56, 56 | (5) 144.698 | (6) 161.516 | (7) 0.000187362 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 56.6667/100 | (15) 0 | (17) (56, 56) | (18) X | (19) (329660, 126633) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1034.74 | (25) (34.938, 10-2) | (26) 1
Output number: 3, Rank-203: (1) 1 | (2) 1993 | (3)0.0501756/100 | (4) 88, 88 | (5) 10.5099 | (6) 220.439 | (7) 0.000116871 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (88, 88) | (18) X | (19) (277691, 96712) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.1961 | (25) (0.45695, 122-100) | (26) 57407
Output number: 3, Rank-194: (1) 43 | (2) 1677 | (3)2.5641/100 | (4) 43, 43 | (5) 498.608 | (6) 16.4549 | (7) 0.000112172 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540.001 | (14) 95.3704/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (152106, 52875) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1412.44 | (25) (33.7608, 72-77) | (26) 1
